"...1","SegmentR","PEPR","AgeR","TimeRelationR","IncomeSourceR","ActivityR","NationalityR","CommonAddR","ProductTR","SubproductR","OperationTR","MonetaryInstR","DivisaR","ChannelR","OperabilitySR","OGoverR","SARR","VMR","VOR","SumSeR","SumReR","RSR","AAR","SendingNumR","ReceivingNumR","StateOpeR","StateResR","MunOpeR","MunResR","CountryR","row_median","tag"
4170,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4171,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4172,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4173,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4174,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4175,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4176,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4177,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4178,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4179,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4180,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4181,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,55,"Mid"
4182,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4183,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4184,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4185,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4186,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4187,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4188,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4189,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4190,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4191,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4192,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4193,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4194,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4195,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4196,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4197,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4198,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4199,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4200,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4201,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4202,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4203,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4204,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4205,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4206,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4207,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4208,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4209,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4210,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4211,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4212,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4213,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4214,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4215,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4216,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4217,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4218,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4219,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4220,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4221,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4222,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4223,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,55,"Mid"
4224,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4225,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4226,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4227,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4228,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4229,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4230,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4231,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4232,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4233,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,55,"Mid"
4234,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4235,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4236,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4237,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4238,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4239,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4240,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4241,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4242,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4243,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4244,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4245,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4246,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4247,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4248,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4249,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4250,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4251,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4252,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4253,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4254,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4255,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4256,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4257,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4258,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4259,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4260,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,55,"Mid"
4261,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4262,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4263,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4264,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4265,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4266,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4267,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4268,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4269,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4270,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,60,"Mid"
4271,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4272,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4273,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4274,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4275,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4276,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4277,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4278,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4279,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4280,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4281,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4282,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4283,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4284,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4285,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4286,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4287,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4288,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4289,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4290,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4291,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4292,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4293,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4294,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4295,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4296,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4297,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,60,"Mid"
4298,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4299,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4300,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4301,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4302,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4303,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4304,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4305,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4306,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4307,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4308,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4309,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4310,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4311,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4312,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4313,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4314,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4315,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4316,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4317,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4318,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4319,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4320,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4321,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4322,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4323,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4324,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4325,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4326,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4327,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4328,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4329,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4330,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4331,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4332,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4333,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4334,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4335,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4336,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4337,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4338,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4339,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4340,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4341,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4342,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4343,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4344,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4345,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4346,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4347,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4348,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4349,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4350,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4351,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4352,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4353,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4354,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4355,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4356,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4357,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4358,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4359,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4360,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4361,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4362,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,55,"Mid"
4363,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
